Footfall,ID
1385.68127441,3789412
1270.12780762,3789512
1263.73815918,3789612
1235.96679688,3789712
1319.52832031,3789812
1268.30725098,3789912
1278.43432617,3790012
1277.32385254,3790112
1275.84448242,3790212
1220.14624023,3790312
1234.63549805,3790412
1230.05126953,3790512
1218.82226562,3790612
1250.05688477,3790712
1253.66540527,3790812
1236.09558105,3790912
1239.14001465,3791012
1222.67236328,3791112
1192.02722168,3791212
1253.6484375,3791312
1253.19311523,3791412
1256.60559082,3791512
1257.81591797,3791612
1268.78430176,3791712
1239.93664551,3791812
1254.47155762,3791912
1273.97546387,3792012
1280.62573242,3792112
1274.92785645,3792212
1226.03588867,3792312
1270.78808594,3792412
1270.85546875,3792512
1183.06054688,3792612
1188.66101074,3792712
1201.30700684,3792812
1135.67492676,3792912
1188.92382812,3793012
1152.9173584,3793112
1125.49938965,3793212
1150.08239746,3793312
1100.22607422,3793412
1075.52624512,3793512
1126.60180664,3793612
1142.45983887,3793712
1105.32348633,3793812
1062.65698242,3793912
1002.2008667,3794012
1090.94836426,3794112
951.205749512,3794212
1067.90222168,3794312
1045.00622559,3794412
1111.17126465,3794512
1015.45239258,3794612
1017.68560791,3794712
1007.48303223,3794812
969.16784668,3794912
1060.67492676,3795012
1039.8873291,3795112
1058.80957031,3795212
1057.7980957,3795312
1093.28796387,3795412
1034.34887695,3795512
996.087341309,3795612
911.062011719,3795712
1003.4777832,3795812
1050.35839844,3795912
1058.83789062,3796012
1028.90771484,3796112
1017.72442627,3796212
1050.90197754,3796312
991.721679688,3796412
957.549926758,3796512
931.234313965,3796612
966.297607422,3796712
1001.76104736,3796812
1017.6661377,3796912
1050.67834473,3797012
1034.14660645,3797112
830.970275879,3797212
989.149536133,3797312
999.71862793,3797412
1047.25439453,3797512
1043.7097168,3797612
1047.42138672,3797712
1051.10693359,3797812
1036.9251709,3797912
965.045532227,3798012
912.989562988,3798112
1043.78405762,3798212
991.408630371,3798312
979.04888916,3798412
1044.65148926,3798512
987.315612793,3798612
1004.78851318,3798712
1009.91943359,3798812
1045.85595703,3798912
1018.45397949,3799012
1036.11096191,3799112
1048.29821777,3799212
1063.35913086,3799312
1038.95007324,3799412
1062.64672852,3799512
1043.52758789,3799612
1047.04980469,3799712
921.687194824,3799812
1020.71154785,3799912
906.440185547,3800012
1005.4309082,3800112
969.644897461,3800212
996.40826416,3800312
806.743347168,3800412
850.308227539,3800512
800.23034668,3800612
828.23815918,3800712
896.891174316,3800812
956.933776855,3800912
822.377807617,3801012
1000.99487305,3801112
1062.77099609,3801212
1067.70043945,3801312
927.772338867,3801412
831.523193359,3801512
809.903991699,3801612
916.477416992,3801712
1028.6953125,3801812
1032.86193848,3801912
875.391662598,3802012
983.844787598,3802112
990.925415039,3802212
1055.49047852,3802312
1042.30725098,3802412
1048.16625977,3802512
1066.25390625,3802612
946.695129395,3802712
1039.93859863,3802812
1079.47570801,3802912
1064.69226074,3803012
1045.81811523,3803112
1082.89367676,3803212
1040.80285645,3803312
965.882568359,3803412
1000.77368164,3803512
997.698913574,3803612
1044.15026855,3803712
1049.94592285,3803812
1067.07958984,3803912
1079.51513672,3804012
1049.6932373,3804112
1059.43994141,3804212
1020.13128662,3804312
1051.78735352,3804412
848.051757812,3804512
850.604675293,3804612
1021.9307251,3804712
1016.56951904,3804812
976.898193359,3804912
973.975708008,3805012
1008.19012451,3805112
1032.38623047,3805212
987.766479492,3805312
1046.9362793,3805412
927.380859375,3805512
936.615478516,3805612
945.710021973,3805712
956.236755371,3805812
1029.82312012,3805912
1089.87805176,3806012
1066.01940918,3806112
1098.99865723,3806212
1089.87634277,3806312
1119.62585449,3806412
1129.36010742,3806512
1098.34643555,3806612
1091.04956055,3806712
1031.70092773,3806812
949.789245605,3806912
1034.98876953,3807012
1031.43945312,3807112
1053.08105469,3807212
1068.43933105,3807312
1077.15234375,3807412
1053.25158691,3807512
1031.16809082,3807612
1067.81054688,3807712
1097.05615234,3807812
1099.37194824,3807912
1125.94006348,3808012
1161.51574707,3808112
1169.60083008,3808212
1157.02038574,3808312
1140.79418945,3808412
1152.71081543,3808512
1129.06335449,3808612
1112.05944824,3808712
1181.64611816,3808812
1176.06274414,3808912
1081.30529785,3809012
1073.61315918,3809112
1156.68286133,3809212
1170.90783691,3809312
1124.36657715,3809412
1168.7512207,3809512
1176.16455078,3809612
1170.45605469,3809712
1204.69995117,3809812
1193.08850098,3809912
1204.39477539,3810012
1210.78503418,3810112
1238.85498047,3810212
1167.12316895,3810312
1202.02978516,3810412
1195.13110352,3810512
1189.04187012,3810612
1202.58239746,3810712
1226.75964355,3810812
1227.10632324,3810912
1242.2019043,3811012
1353.29626465,3811112
1296.47595215,3811212
1285.31115723,3811312
1284.72412109,3811412
1287.58947754,3811512
1296.74377441,3811612
1309.20422363,3811712
1267.08203125,3811812
1209.7479248,3811912
1206.54882812,3812012
1256.64624023,3812112
1245.36877441,3812212
1251.56408691,3812312
1291.23547363,3812412
1293.56738281,3812512
1364.56079102,3812612
1285.95800781,3812712
1324.99267578,3812812
1366.06787109,3812912
1333.53430176,3813012
1281.02355957,3813112
1321.58691406,3813212
1314.5612793,3813312
1300.3347168,3813412
1326.6472168,3813512
1298.88537598,3813612
1273.63964844,3813712
1300.50390625,3813812
1410.09387207,3813912
1434.8404541,3814012
1425.38354492,3814112
1419.70153809,3814212
1477.76306152,3814312
1432.42810059,3814412
1416.93798828,3814512
1423.7298584,3814612
1437.99743652,3814712
1389.02001953,3814812
1352.57189941,3814912
1357.08776855,3815012
1343.6373291,3815112
1338.65161133,3815212
1346.73608398,3815312
1402.87976074,3815412
1346.88439941,3815512
1388.5078125,3815612
1349.5736084,3815712
1361.6015625,3815812
1356.66455078,3815912
1375.64550781,3816012
1351.76818848,3816112
1368.99121094,3816212
1382.74377441,3816312
1400.42553711,3816412
1428.9420166,3816512
1349.45703125,3816612
1348.4362793,3816712
1366.00854492,3816812
1454.79174805,3816912
1590.87780762,3817012
1634.48242188,3817112
1494.8293457,3817212
1483.29992676,3817312
1455.82067871,3817412
1433.86401367,3817512
1451.15612793,3817612
1474.31188965,3817712
1477.03137207,3817812
1561.60693359,3817912
1484.79455566,3818012
1447.58972168,3818112
1496.32873535,3818212
1453.31774902,3818312
1471.22070312,3818412
1488.54223633,3818512
1699.43395996,3818612
1446.2208252,3818712
1458.42443848,3818812
1471.68505859,3818912
1485.49743652,3819012
1475.52441406,3819112
1475.55688477,3819212
1489.9753418,3819312
1481.83886719,3819412
1480.52868652,3819512
1477.2310791,3819612
1445.50354004,3819712
1495.08325195,3819812
1492.20153809,3819912
1526.94958496,3820012
1506.11206055,3820112
1495.65979004,3820212
1510.26782227,3820312
1510.9095459,3820412
1472.3548584,3820512
1499.63830566,3820612
1491.35998535,3820712
1495.64379883,3820812
1508.52148438,3820912
1516.80163574,3821012
1475.70031738,3821112
1468.8380127,3821212
1431.08813477,3821312
1429.54785156,3821412
1446.28137207,3821512
1434.6640625,3821612
1432.43347168,3821712
1423.56518555,3821812
1458.31616211,3821912
1457.83081055,3822012
1435.83508301,3822112
1434.29333496,3822212
1491.9588623,3822312
1462.29724121,3822412
1476.72619629,3822512
1483.57409668,3822612
1490.75878906,3822712
1478.80615234,3822812
1419.95690918,3822912
1447.04052734,3823012
1403.11987305,3823112
1403.23876953,3823212
1429.92492676,3823312
1422.44946289,3823412
1407.38574219,3823512
1401.2364502,3823612
1368.99645996,3823712
1356.9029541,3823812
1416.9630127,3823912
1411.80700684,3824012
1393.39672852,3824112
1406.29052734,3824212
1393.00354004,3824312
1388.31689453,3824412
1382.70751953,3824512
1372.89660645,3824612
1371.57019043,3824712
1361.98742676,3824812
1360.15979004,3824912
1325.0345459,3825012
1374.69177246,3825112
1390.95019531,3825212
1355.33874512,3825312
1379.23840332,3825412
1353.36938477,3825512
1364.12426758,3825612
1377.10327148,3825712
1379.8536377,3825812
1379.57299805,3825912
1364.41113281,3826012
1241.21984863,3826112
1300.58007812,3826212
1320.72595215,3826312
1230.47302246,3826412
1305.86096191,3826512
1307.70422363,3826612
1292.63708496,3826712
1313.73815918,3826812
1284.05065918,3826912
1279.03894043,3827012
1228.06213379,3827112
1250.5723877,3827212
1269.44238281,3827312
1215.53137207,3827412
1249.12402344,3827512
1233.27319336,3827612
1265.08752441,3827712
1266.79650879,3827812
1215.82397461,3827912
1266.39746094,3828012
1181.28588867,3828112
1267.50708008,3828212
1262.16052246,3828312
1226.48925781,3828412
1268.31555176,3828512
1273.04455566,3828612
1239.39331055,3828712
1184.70703125,3828812
1241.42138672,3828912
1241.70678711,3829012
1260.68603516,3829112
1202.44396973,3829212
1201.71350098,3829312
1183.92175293,3829412
1121.06994629,3829512
1168.26794434,3829612
1197.46020508,3829712
1181.70910645,3829812
1143.9954834,3829912
1137.12353516,3830012
1055.28833008,3830112
1127.39941406,3830212
1098.72729492,3830312
1049.45483398,3830412
1044.12988281,3830512
1032.07092285,3830612
1003.99841309,3830712
1007.77270508,3830812
990.24609375,3830912
1015.50689697,3831012
1025.37316895,3831112
1097.61132812,3831212
1079.28125,3831312
1005.64257812,3831412
979.953125,3831512
1018.61364746,3831612
999.114318848,3831712
998.029296875,3831812
1006.71063232,3831912
1008.59753418,3832012
1006.76416016,3832112
940.832824707,3832212
943.907531738,3832312
942.790710449,3832412
1058.12646484,3832512
1000.67181396,3832612
1076.40820312,3832712
1043.26879883,3832812
1010.49743652,3832912
1076.52746582,3833012
1082.23278809,3833112
1068.53369141,3833212
980.837097168,3833312
1035.19799805,3833412
1022.03308105,3833512
970.546875,3833612
996.431396484,3833712
1020.965271,3833812
1018.1920166,3833912
1042.15881348,3834012
1009.53863525,3834112
1046.83203125,3834212
1051.60717773,3834312
1011.04724121,3834412
974.202270508,3834512
940.630737305,3834612
854.297424316,3834712
826.613952637,3834812
925.80078125,3834912
948.83984375,3835012
957.497009277,3835112
1048.33239746,3835212
1065.86413574,3835312
1014.53430176,3835412
948.900024414,3835512
1013.83074951,3835612
978.867553711,3835712
1019.74468994,3835812
1050.01098633,3835912
1062.44396973,3836012
1067.0111084,3836112
1075.07104492,3836212
1065.09802246,3836312
1059.94433594,3836412
1062.31359863,3836512
1079.25085449,3836612
1053.03942871,3836712
1051.66064453,3836812
949.304199219,3836912
842.493713379,3837012
917.633300781,3837112
817.018188477,3837212
796.735290527,3837312
889.369567871,3837412
1030.27819824,3837512
970.485168457,3837612
1041.62780762,3837712
980.307678223,3837812
1091.1262207,3837912
1068.88415527,3838012
942.821166992,3838112
909.230529785,3838212
892.427124023,3838312
880.212158203,3838412
844.39642334,3838512
790.224182129,3838612
787.657409668,3838712
807.395568848,3838812
914.313537598,3838912
956.554626465,3839012
954.291809082,3839112
899.35546875,3839212
887.534423828,3839312
923.920410156,3839412
979.944152832,3839512
865.605651855,3839612
854.993347168,3839712
887.033996582,3839812
937.536682129,3839912
1026.79040527,3840012
1065.96020508,3840112
984.789428711,3840212
914.461730957,3840312
1057.92529297,3840412
1076.46813965,3840512
1089.93896484,3840612
986.779052734,3840712
1042.41516113,3840812
913.081665039,3840912
1078.45617676,3841012
1055.38549805,3841112
1012.75164795,3841212
1019.68005371,3841312
995.858093262,3841412
1008.86499023,3841512
1047.76171875,3841612
1061.05383301,3841712
1047.34838867,3841812
1002.62384033,3841912
970.569702148,3842012
1008.09417725,3842112
986.839111328,3842212
955.04095459,3842312
961.17755127,3842412
984.361938477,3842512
993.639648438,3842612
980.850952148,3842712
1008.77026367,3842812
984.129211426,3842912
994.878417969,3843012
998.926208496,3843112
985.231384277,3843212
1092.58325195,3843312
1063.04040527,3843412
1003.93377686,3843512
1131.84997559,3843612
1082.51867676,3843712
1125.6204834,3843812
1130.00964355,3843912
1135.06652832,3844012
1137.90710449,3844112
1111.88769531,3844212
1080.59912109,3844312
1139.81787109,3844412
1090.89050293,3844512
1080.70898438,3844612
1112.4107666,3844712
1138.35107422,3844812
1097.50500488,3844912
1117.66589355,3845012
1152.2701416,3845112
1156.18151855,3845212
1162.67626953,3845312
1150.69775391,3845412
1174.79345703,3845512
1190.55786133,3845612
1142.99975586,3845712
1152.10253906,3845812
1139.03417969,3845912
1127.5411377,3846012
1130.87438965,3846112
1114.79309082,3846212
1144.7166748,3846312
1182.82678223,3846412
1220.71142578,3846512
1229.29956055,3846612
1205.43774414,3846712
1166.75500488,3846812
1230.640625,3846912
1274.7454834,3847012
1214.50195312,3847112
1138.09362793,3847212
1271.33422852,3847312
1280.99780273,3847412
1293.14245605,3847512
1311.35546875,3847612
1320.07067871,3847712
1266.96398926,3847812
1300.10583496,3847912
1303.32055664,3848012
1279.74365234,3848112
1319.96936035,3848212
1303.21191406,3848312
1230.84057617,3848412
1259.53540039,3848512
1212.51843262,3848612
1291.20300293,3848712
1277.73400879,3848812
1311.79748535,3848912
1310.64819336,3849012
1250.21801758,3849112
1287.23461914,3849212
1316.3894043,3849312
1280.89404297,3849412
1333.93847656,3849512
1261.34655762,3849612
1229.69677734,3849712
1317.38720703,3849812
1307.72094727,3849912
1320.87341309,3850012
1305.34912109,3850112
1330.66711426,3850212
1359.57397461,3850312
1450.10998535,3850412
1387.29772949,3850512
1401.59069824,3850612
1468.52539062,3850712
1409.56616211,3850812
1346.67919922,3850912
1382.69335938,3851012
1378.85644531,3851112
1394.84594727,3851212
1403.09924316,3851312
1449.20861816,3851412
1422.63378906,3851512
1407.01525879,3851612
1441.52392578,3851712
1345.69921875,3851812
1432.99401855,3851912
1393.50488281,3852012
1354.88391113,3852112
1369.00915527,3852212
1440.8260498,3852312
1389.71691895,3852412
1373.07800293,3852512
1436.72229004,3852612
1435.31323242,3852712
1497.36560059,3852812
1416.1817627,3852912
1461.9798584,3853012
1397.89697266,3853112
1469.2220459,3853212
1588.93041992,3853312
1502.01745605,3853412
1473.52612305,3853512
1515.08679199,3853612
1475.74072266,3853712
1480.0592041,3853812
1490.38500977,3853912
1462.57019043,3854012
1436.19897461,3854112
1484.66625977,3854212
1643.22546387,3854312
1491.45141602,3854412
1473.38916016,3854512
1439.73718262,3854612
1470.23583984,3854712
1485.97338867,3854812
1503.11022949,3854912
